#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2022 09 15 17 00 00 1 5660.278
2022 09 15 16 45 00 1 5660.268
2022 09 15 16 30 00 1 5660.237
2022 09 15 16 15 00 1 5660.186
2022 09 15 16 00 00 1 5660.117
2022 09 15 15 45 00 1 5660.029
2022 09 15 15 30 00 1 5659.926
2022 09 15 15 15 00 1 5659.806
2022 09 15 15 00 00 1 5659.675
2022 09 15 14 45 00 1 5659.538
2022 09 15 14 30 00 1 5659.389
2022 09 15 14 15 00 1 5659.239
2022 09 15 14 00 00 1 5659.084
2022 09 15 13 45 00 1 5658.929
2022 09 15 13 30 00 1 5658.775
2022 09 15 13 15 00 1 5658.625
2022 09 15 13 00 00 1 5658.482
2022 09 15 12 45 00 1 5658.348
2022 09 15 12 30 00 1 5658.223
2022 09 15 12 15 00 1 5658.112
2022 09 15 12 00 00 1 5658.017
2022 09 15 11 45 00 1 5657.938
2022 09 15 11 30 00 1 5657.875
2022 09 15 11 15 00 1 5657.833
2022 09 15 11 00 00 1 5657.807
2022 09 15 10 45 00 1 5657.801
2022 09 15 10 30 00 1 5657.815
2022 09 15 10 15 00 1 5657.847
2022 09 15 10 00 00 1 5657.899
2022 09 15 09 45 00 1 5657.970
2022 09 15 09 30 00 1 5658.057
2022 09 15 09 15 00 1 5658.159
2022 09 15 09 00 00 1 5658.271
2022 09 15 08 45 00 1 5658.395
2022 09 15 08 30 00 1 5658.528
2022 09 15 08 15 00 1 5658.668
2022 09 15 08 00 00 1 5658.809
2022 09 15 07 45 00 1 5658.950
2022 09 15 07 30 00 1 5659.091
2022 09 15 07 15 00 1 5659.225
2022 09 15 07 00 00 1 5659.353
2022 09 15 06 45 00 1 5659.475
2022 09 15 06 30 00 1 5659.584
2022 09 15 06 15 00 1 5659.681
2022 09 15 06 00 00 1 5659.763
2022 09 15 05 45 00 1 5659.831
2022 09 15 05 30 00 1 5659.882
2022 09 15 05 15 00 1 5659.914
2022 09 15 05 00 00 1 5659.927
2022 09 15 04 45 00 1 5659.923
2022 09 15 04 30 00 1 5659.897
2022 09 15 04 15 00 1 5659.857
2022 09 15 04 00 00 1 5659.796
2022 09 15 03 45 00 1 5659.717
2022 09 15 03 30 00 1 5659.619
2022 09 15 03 15 00 1 5659.509
2022 09 15 03 00 00 1 5659.385
2022 09 15 02 45 00 1 5659.250
2022 09 15 02 30 00 1 5659.109
2022 09 15 02 15 00 1 5658.961
2022 09 15 02 00 00 1 5658.809
2022 09 15 01 45 00 1 5658.654
2022 09 15 01 30 00 1 5658.500
2022 09 15 01 15 00 1 5658.350
2022 09 15 01 00 00 1 5658.204
2022 09 15 00 45 00 1 5658.068
2022 09 15 00 30 00 1 5657.943
2022 09 15 00 15 00 1 5657.831
2022 09 15 00 00 00 1 5657.733
